Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Variant SKU,Variant Price,Variant Inventory Qty,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Image Src,Image Alt Text
8pcs-spice-jar-rotating-rack,8pcs Spice Jar Rotating Rack,<p>Elegant 8-piece spice jar set on a rotating gold rack. Glass jars with gold lids for storing spices. Adds style and organization to your kitchen.</p>,Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-SPICE-001,250.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/home-living/8pcs-spice-jar-rotating-rack.jpg,8pcs Spice Jar Rotating Rack
9kg-new-empty-gas-cylinder-cadac,9kg New Empty Gas Cylinder (CADAC),<p>New empty 9kg CADAC gas cylinder in blue. Ready for refilling at your local gas supplier. Durable and safe construction.</p>,Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-GAS-001,760.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/home-living/9kg-gas-cylinder.jpg,9kg New Empty Gas Cylinder (CADAC)
9pcs-comforter-3d-carpet-combo-set-blue,9pcs Comforter & 3D Carpet Combo SET-Blue,"<p>9-piece comforter and 3D carpet combo set. Includes 1 comforter, 2 continental pillowcases, 2 standard pillowcases, 2 square cushions, 2 bolster cushions and 1 matching 3D carpet. Luxury and comfort in one complete matching set.</p>",Noor Bedding,Bedding,bedding,TRUE,HL-9PCS-COMBO-BLUE,630.00,100,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/products/bedding/9pcs-comforter-carpet-combo-blue.png,9pcs Comforter & 3D Carpet Combo SET-Blue
9pcs-comforter-3d-carpet-combo-set-camel,9pcs Comforter & 3D Carpet Combo SET-Camel,"<p>9-piece comforter and 3D carpet combo set. Includes 1 comforter, 2 continental pillowcases, 2 standard pillowcases, 2 square cushions, 2 bolster cushions and 1 matching 3D carpet. Luxury and comfort in one complete matching set.</p>",Noor Bedding,Bedding,bedding,TRUE,HL-9PCS-COMBO-CAMEL,630.00,100,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/products/bedding/9pcs-comforter-carpet-combo-camel.png,9pcs Comforter & 3D Carpet Combo SET-Camel
9pcs-comforter-3d-carpet-combo-set-coral,9pcs Comforter & 3D Carpet Combo SET-Coral,"<p>9-piece comforter and 3D carpet combo set. Includes 1 comforter, 2 continental pillowcases, 2 standard pillowcases, 2 square cushions, 2 bolster cushions and 1 matching 3D carpet. Luxury and comfort in one complete matching set.</p>",Noor Bedding,Bedding,bedding,TRUE,HL-9PCS-COMBO-CORAL,630.00,100,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/products/bedding/9pcs-comforter-carpet-combo-coral.png,9pcs Comforter & 3D Carpet Combo SET-Coral
9pcs-comforter-3d-carpet-combo-set-grey,9pcs Comforter & 3D Carpet Combo SET-Grey,"<p>9-piece comforter and 3D carpet combo set. Includes 1 comforter, 2 continental pillowcases, 2 standard pillowcases, 2 square cushions, 2 bolster cushions and 1 matching 3D carpet. Luxury and comfort in one complete matching set.</p>",Noor Bedding,Bedding,bedding,TRUE,HL-9PCS-COMBO-GREY,630.00,100,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/products/bedding/9pcs-comforter-carpet-combo-grey.png,9pcs Comforter & 3D Carpet Combo SET-Grey
9pcs-comforter-3d-carpet-combo-set-purple,9pcs Comforter & 3D Carpet Combo SET-Purple,"<p>9-piece comforter and 3D carpet combo set. Includes 1 comforter, 2 continental pillowcases, 2 standard pillowcases, 2 square cushions, 2 bolster cushions and 1 matching 3D carpet. Luxury and comfort in one complete matching set.</p>",Noor Bedding,Bedding,bedding,TRUE,HL-9PCS-COMBO-PURPLE,630.00,100,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/products/bedding/9pcs-comforter-carpet-combo-purple.png,9pcs Comforter & 3D Carpet Combo SET-Purple
9pcs-comforter-3d-carpet-combo-set-red,9pcs Comforter & 3D Carpet Combo SET-Red,"<p>9-piece comforter and 3D carpet combo set. Includes 1 comforter, 2 continental pillowcases, 2 standard pillowcases, 2 square cushions, 2 bolster cushions and 1 matching 3D carpet. Luxury and comfort in one complete matching set.</p>",Noor Bedding,Bedding,bedding,TRUE,HL-9PCS-COMBO-RED,630.00,100,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/products/bedding/9pcs-comforter-carpet-combo-red.png,9pcs Comforter & 3D Carpet Combo SET-Red
9pcs-comforter-3d-carpet-combo-set-teal,9pcs Comforter & 3D Carpet Combo SET-Teal,"<p>9-piece comforter and 3D carpet combo set. Includes 1 comforter, 2 continental pillowcases, 2 standard pillowcases, 2 square cushions, 2 bolster cushions and 1 matching 3D carpet. Luxury and comfort in one complete matching set.</p>",Noor Bedding,Bedding,bedding,TRUE,HL-9PCS-COMBO-TEAL,630.00,100,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/products/bedding/9pcs-comforter-carpet-combo-teal.png,9pcs Comforter & 3D Carpet Combo SET-Teal
9pcs-comforter-set-black,9pcs Comforter Set-Black,"<p>Luxurious 9-piece diamond-quilted comforter set. Each set includes 1 comforter, 2 continental pillowcases, 2 standard pillowcases, 2 cushion cases and 2 neck pillows. Soft, durable microfibre with an elegant diamond-stitch finish that adds warmth and style to any bedroom.</p>",Agri Hub SA,Bedding,bedding,TRUE,HL-9PCS-COMF-13,530.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/comforter-9pcs/img-14.png,9pcs Comforter Set-Black
9pcs-comforter-set-camel,9pcs Comforter Set-Camel,"<p>Luxurious 9-piece diamond-quilted comforter set. Each set includes 1 comforter, 2 continental pillowcases, 2 standard pillowcases, 2 cushion cases and 2 neck pillows. Soft, durable microfibre with an elegant diamond-stitch finish that adds warmth and style to any bedroom.</p>",Agri Hub SA,Bedding,bedding,TRUE,HL-9PCS-COMF-10,530.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/comforter-9pcs/img-11.png,9pcs Comforter Set-Camel
9pcs-comforter-set-chocolate-brown,9pcs Comforter Set-Chocolate Brown,"<p>Luxurious 9-piece diamond-quilted comforter set. Each set includes 1 comforter, 2 continental pillowcases, 2 standard pillowcases, 2 cushion cases and 2 neck pillows. Soft, durable microfibre with an elegant diamond-stitch finish that adds warmth and style to any bedroom.</p>",Agri Hub SA,Bedding,bedding,TRUE,HL-9PCS-COMF-11,530.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/comforter-9pcs/img-12.png,9pcs Comforter Set-Chocolate Brown
9pcs-comforter-set-coral,9pcs Comforter Set-Coral,"<p>Luxurious 9-piece diamond-quilted comforter set. Each set includes 1 comforter, 2 continental pillowcases, 2 standard pillowcases, 2 cushion cases and 2 neck pillows. Soft, durable microfibre with an elegant diamond-stitch finish that adds warmth and style to any bedroom.</p>",Agri Hub SA,Bedding,bedding,TRUE,HL-9PCS-COMF-02,530.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/comforter-9pcs/img-03.png,9pcs Comforter Set-Coral
9pcs-comforter-set-green,9pcs Comforter Set-Green,"<p>Luxurious 9-piece diamond-quilted comforter set. Each set includes 1 comforter, 2 continental pillowcases, 2 standard pillowcases, 2 cushion cases and 2 neck pillows. Soft, durable microfibre with an elegant diamond-stitch finish that adds warmth and style to any bedroom.</p>",Agri Hub SA,Bedding,bedding,TRUE,HL-9PCS-COMF-12,530.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/comforter-9pcs/img-13.png,9pcs Comforter Set-Green
9pcs-comforter-set-grey,9pcs Comforter Set-Grey,"<p>Luxurious 9-piece diamond-quilted comforter set. Each set includes 1 comforter, 2 continental pillowcases, 2 standard pillowcases, 2 cushion cases and 2 neck pillows. Soft, durable microfibre with an elegant diamond-stitch finish that adds warmth and style to any bedroom.</p>",Agri Hub SA,Bedding,bedding,TRUE,HL-9PCS-COMF-06,530.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/comforter-9pcs/img-07.png,9pcs Comforter Set-Grey
9pcs-comforter-set-light-blue,9pcs Comforter Set-Light Blue,"<p>Luxurious 9-piece diamond-quilted comforter set. Each set includes 1 comforter, 2 continental pillowcases, 2 standard pillowcases, 2 cushion cases and 2 neck pillows. Soft, durable microfibre with an elegant diamond-stitch finish that adds warmth and style to any bedroom.</p>",Agri Hub SA,Bedding,bedding,TRUE,HL-9PCS-COMF-08,530.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/comforter-9pcs/img-09.png,9pcs Comforter Set-Light Blue
9pcs-comforter-set-lilac,9pcs Comforter Set-Lilac,"<p>Luxurious 9-piece diamond-quilted comforter set. Each set includes 1 comforter, 2 continental pillowcases, 2 standard pillowcases, 2 cushion cases and 2 neck pillows. Soft, durable microfibre with an elegant diamond-stitch finish that adds warmth and style to any bedroom.</p>",Agri Hub SA,Bedding,bedding,TRUE,HL-9PCS-COMF-05,530.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/comforter-9pcs/img-06.png,9pcs Comforter Set-Lilac
9pcs-comforter-set-maroon,9pcs Comforter Set-Maroon,"<p>Luxurious 9-piece diamond-quilted comforter set. Each set includes 1 comforter, 2 continental pillowcases, 2 standard pillowcases, 2 cushion cases and 2 neck pillows. Soft, durable microfibre with an elegant diamond-stitch finish that adds warmth and style to any bedroom.</p>",Agri Hub SA,Bedding,bedding,TRUE,HL-9PCS-COMF-07,530.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/comforter-9pcs/img-08.png,9pcs Comforter Set-Maroon
9pcs-comforter-set-mustard,9pcs Comforter Set-Mustard,"<p>Luxurious 9-piece diamond-quilted comforter set. Each set includes 1 comforter, 2 continental pillowcases, 2 standard pillowcases, 2 cushion cases and 2 neck pillows. Soft, durable microfibre with an elegant diamond-stitch finish that adds warmth and style to any bedroom.</p>",Agri Hub SA,Bedding,bedding,TRUE,HL-9PCS-COMF-09,530.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/comforter-9pcs/img-10.png,9pcs Comforter Set-Mustard
9pcs-comforter-set-navy-blue,9pcs Comforter Set-Navy Blue,"<p>Luxurious 9-piece diamond-quilted comforter set. Each set includes 1 comforter, 2 continental pillowcases, 2 standard pillowcases, 2 cushion cases and 2 neck pillows. Soft, durable microfibre with an elegant diamond-stitch finish that adds warmth and style to any bedroom.</p>",Agri Hub SA,Bedding,bedding,TRUE,HL-9PCS-COMF-01,530.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/comforter-9pcs/img-02.png,9pcs Comforter Set-Navy Blue
9pcs-comforter-set-purple,9pcs Comforter Set-Purple,"<p>Luxurious 9-piece diamond-quilted comforter set. Each set includes 1 comforter, 2 continental pillowcases, 2 standard pillowcases, 2 cushion cases and 2 neck pillows. Soft, durable microfibre with an elegant diamond-stitch finish that adds warmth and style to any bedroom.</p>",Agri Hub SA,Bedding,bedding,TRUE,HL-9PCS-COMF-03,530.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/comforter-9pcs/img-04.png,9pcs Comforter Set-Purple
9pcs-comforter-set-white,9pcs Comforter Set-White,"<p>Luxurious 9-piece diamond-quilted comforter set. Each set includes 1 comforter, 2 continental pillowcases, 2 standard pillowcases, 2 cushion cases and 2 neck pillows. Soft, durable microfibre with an elegant diamond-stitch finish that adds warmth and style to any bedroom.</p>",Agri Hub SA,Bedding,bedding,TRUE,HL-9PCS-COMF-04,530.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/comforter-9pcs/img-05.png,9pcs Comforter Set-White
agri-hub-kids-bedding-blue-spider-man,Agri Hub Kids Bedding-Blue Spider-Man,"<p>Fun 3-quarter kids bedding set with an Ultimate Spider-Man print on a blue web and building backdrop. Soft, cosy and perfect for a child's room. Size: 3 Quarter.</p>",Agri Hub SA,Bedding,bedding,TRUE,KIDS-SPIDERMAN-BLUE,260.00,20,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/WA_1784331129839%20%281%29-u3MevWb68H4ZXpmpeIhMeNHRaqBwsH.jpeg,Agri Hub Kids Bedding-Blue Spider-Man
agri-hub-kids-bedding-blue-stitch,Agri Hub Kids Bedding-Blue Stitch,"<p>Fun 3-quarter kids bedding set with a cheerful Lilo &amp; Stitch print on a royal blue base with yellow flowers and stars. Soft, cosy and perfect for a child's room. Size: 3 Quarter.</p>",Agri Hub SA,Bedding,bedding,TRUE,KIDS-STITCH-BLUE,260.00,20,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/WA_1784331332290-JDokEFYVwZvgKQ2kFqwAJx3RPgi6Tw.jpeg,Agri Hub Kids Bedding-Blue Stitch
agri-hub-kids-bedding-light-blue-stitch,Agri Hub Kids Bedding-Light Blue Stitch,"<p>Fun 3-quarter kids bedding set with a Lilo &amp; Stitch print on a pale light-blue and white base. Soft, cosy and perfect for a child's room. Size: 3 Quarter.</p>",Agri Hub SA,Bedding,bedding,TRUE,KIDS-STITCH-LIGHTBLUE,260.00,20,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/WA_1784331405486-LKwPujhuqkBYnquHJqGSPVGhe4dxqf.jpeg,Agri Hub Kids Bedding-Light Blue Stitch
agri-hub-kids-bedding-magenta-hello-kitty,Agri Hub Kids Bedding-Magenta Hello Kitty,"<p>Fun 3-quarter kids bedding set with an ""I love KT"" Hello Kitty print, pink top fading into a magenta leopard-print base. Soft, cosy and perfect for a child's room. Size: 3 Quarter.</p>",Agri Hub SA,Bedding,bedding,TRUE,KIDS-HELLOKITTY-MAGENTA,260.00,20,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/WA_1784331260355-9RUXG9uF88FZ4gaA7rJ7uYgp01gZeJ.jpeg,Agri Hub Kids Bedding-Magenta Hello Kitty
agri-hub-kids-bedding-navy-mickey-mouse,Agri Hub Kids Bedding-Navy Mickey Mouse,"<p>Fun 3-quarter kids bedding set with a bold Mickey Mouse print on a navy blue base with red polka-dot borders. Soft, cosy and perfect for a child's room. Size: 3 Quarter.</p>",Agri Hub SA,Bedding,bedding,TRUE,KIDS-MICKEY-NAVY,260.00,20,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/WA_1784331214021-962jD9PItGaTDbShgliqivrowOZDdE.jpeg,Agri Hub Kids Bedding-Navy Mickey Mouse
agri-hub-kids-bedding-pink-frozen,Agri Hub Kids Bedding-Pink Frozen,"<p>Fun 3-quarter kids bedding set with a Disney Frozen print featuring Elsa and Anna on a pink base. Soft, cosy and perfect for a child's room. Size: 3 Quarter.</p>",Agri Hub SA,Bedding,bedding,TRUE,KIDS-FROZEN-PINK,260.00,20,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/WA_1784331021144-mgHfOH9rTenQ8qFpzaifiTx0bmUwl4.jpeg,Agri Hub Kids Bedding-Pink Frozen
agri-hub-kids-bedding-pink-hello-kitty,Agri Hub Kids Bedding-Pink Hello Kitty,"<p>Fun 3-quarter kids bedding set with an adorable Hello Kitty print on a soft pink base with hearts. Soft, cosy and perfect for a child's room. Size: 3 Quarter.</p>",Agri Hub SA,Bedding,bedding,TRUE,KIDS-HELLOKITTY-PINK,260.00,20,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/WA_1784331297397-BQ1GwKfJhBLlOzUs5bSiWdJacYRQgZ.jpeg,Agri Hub Kids Bedding-Pink Hello Kitty
agri-hub-kids-bedding-pink-minnie-dots,Agri Hub Kids Bedding-Pink Minnie Dots,"<p>Fun 3-quarter kids bedding set with a bright Minnie Mouse polka-dot print on a pink and magenta base. Soft, cosy and perfect for a child's room. Size: 3 Quarter.</p>",Agri Hub SA,Bedding,bedding,TRUE,KIDS-MINNIE-DOTS-PINK,260.00,20,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/WA_1784331368659-BSn8mj0ghC5m4kmonIAO4VvxQFtYw7.jpeg,Agri Hub Kids Bedding-Pink Minnie Dots
agri-hub-kids-bedding-pink-minnie-floral,Agri Hub Kids Bedding-Pink Minnie Floral,"<p>Fun 3-quarter kids bedding set with a Minnie Mouse floral print on a pink wood-grain style base with daisies. Soft, cosy and perfect for a child's room. Size: 3 Quarter.</p>",Agri Hub SA,Bedding,bedding,TRUE,KIDS-MINNIE-FLORAL-PINK,260.00,20,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/WA_1784331087865-bEJOW6xeqngpXcKXjKIBtRicPi887t.jpeg,Agri Hub Kids Bedding-Pink Minnie Floral
agri-hub-kids-bedding-pink-minnie-paris,Agri Hub Kids Bedding-Pink Minnie Paris,"<p>Fun 3-quarter kids bedding set with a Minnie Mouse in Paris print featuring the Eiffel Tower on a pink base. Soft, cosy and perfect for a child's room. Size: 3 Quarter.</p>",Agri Hub SA,Bedding,bedding,TRUE,KIDS-MINNIE-PARIS-PINK,260.00,20,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/WA_1784331437805-NCXoEBihGubxf8ykoQas6dH55XivCz.jpeg,Agri Hub Kids Bedding-Pink Minnie Paris
agri-hub-kids-bedding-red-spider-man,Agri Hub Kids Bedding-Red Spider-Man,"<p>Fun 3-quarter kids bedding set with an action-packed Spider-Man print and spiderweb pattern on a bright red base. Soft, cosy and perfect for a child's room. Size: 3 Quarter.</p>",Agri Hub SA,Bedding,bedding,TRUE,KIDS-SPIDERMAN-RED,260.00,20,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/WA_1784331173105-8KunWmTnhd9ZRbrQkzJ0GXUbWhQLfv.jpeg,Agri Hub Kids Bedding-Red Spider-Man
agri-hub-kids-bedding-red-spider-man-city,Agri Hub Kids Bedding-Red Spider-Man City,"<p>Fun 3-quarter kids bedding set with a Spider-Man city-skyline scene on a red base. Soft, cosy and perfect for a child's room. Size: 3 Quarter.</p>",Agri Hub SA,Bedding,bedding,TRUE,KIDS-SPIDERMAN-CITY-RED,260.00,20,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/WA_1784331468907-geW4N8oIyaf319BICOICaQXymSFEz1.jpeg,Agri Hub Kids Bedding-Red Spider-Man City
aura-premium-carpet-160cm-by-230cm-beige-gold,Aura Premium Carpet 160cm by 230cm - Beige Gold,"<p>Aura Premium Carpet measuring 160cm by 230cm in beige and brown with gold geometric lines framing a grey centre. Luxurious, hard-wearing pile that anchors any modern living space.</p>",Agri Hub SA,Bedding,bedding,TRUE,APC-160230-BEIGEGOLD,535.00,15,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-ETXfs3vOK9nQ6QRPyMEpuwuJOZz22Z.png,Aura Premium Carpet 160cm by 230cm - Beige Gold
aura-premium-carpet-160cm-by-230cm-black-border,Aura Premium Carpet 160cm by 230cm - Black Border,"<p>Aura Premium Carpet measuring 160cm by 230cm in a distressed black finish framed by an intricate white geometric border. Luxurious, hard-wearing pile that anchors any modern living space.</p>",Agri Hub SA,Bedding,bedding,TRUE,APC-160230-BLKBORDER,535.00,15,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-1ERuoS3MTUfUN8k0yK0JKBHTgaz4EC.png,Aura Premium Carpet 160cm by 230cm - Black Border
aura-premium-carpet-160cm-by-230cm-black-gold-geometric,Aura Premium Carpet 160cm by 230cm - Black Gold Geometric,"<p>Aura Premium Carpet measuring 160cm by 230cm featuring bold black and gold geometric frames on a soft grey striated ground. Luxurious, hard-wearing pile that anchors any modern living space.</p>",Agri Hub SA,Bedding,bedding,TRUE,APC-160230-BLKGOLDGEO,535.00,15,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-Tf6x1gVGXIyQqlstbq8tnlc2syRHfm.png,Aura Premium Carpet 160cm by 230cm - Black Gold Geometric
aura-premium-carpet-160cm-by-230cm-black-gold-marble,Aura Premium Carpet 160cm by 230cm - Black Gold Marble,"<p>Aura Premium Carpet measuring 160cm by 230cm in a black marble design with gold veins and a classic Greek-key border. Luxurious, hard-wearing pile that anchors any modern living space.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,APC-160230-BLKGOLDMARBLE,535.00,15,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-ksqYtXWbL7j5bgF749HKMh0UlYRG9B.png,Aura Premium Carpet 160cm by 230cm - Black Gold Marble
aura-premium-carpet-160cm-by-230cm-brown-circles,Aura Premium Carpet 160cm by 230cm - Brown Circles,"<p>Aura Premium Carpet measuring 160cm by 230cm in brown, beige and cream with a bold geometric arc and circle motif. Luxurious, hard-wearing pile that anchors any modern living space.</p>",Agri Hub SA,Bedding,bedding,TRUE,APC-160230-BROWNCIRC,535.00,15,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-b0RJTOCiPmPiC54PVPeraOUtcHmbNU.png,Aura Premium Carpet 160cm by 230cm - Brown Circles
aura-premium-carpet-160cm-by-230cm-brown-feather,Aura Premium Carpet 160cm by 230cm - Brown Feather,"<p>Aura Premium Carpet measuring 160cm by 230cm in rich brown with an elegant white and beige feather motif. Luxurious, hard-wearing pile that anchors any modern living space.</p>",Agri Hub SA,Bedding,bedding,TRUE,APC-160230-BROWNFEATHER,535.00,15,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-BcTHv7NeK27ORubN9hJ6tWVrkGXzXi.png,Aura Premium Carpet 160cm by 230cm - Brown Feather
aura-premium-carpet-160cm-by-230cm-brown-ikat,Aura Premium Carpet 160cm by 230cm - Brown Ikat,"<p>Aura Premium Carpet measuring 160cm by 230cm in a warm brown and beige ikat design with black flame chevrons. Luxurious, hard-wearing pile that anchors any modern living space.</p>",Agri Hub SA,Bedding,bedding,TRUE,APC-160230-BROWNIKAT,535.00,15,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-AmtyFETAjYVliT50YWPgAWIKolFAXc.png,Aura Premium Carpet 160cm by 230cm - Brown Ikat
aura-premium-carpet-160cm-by-230cm-charcoal-stripe,Aura Premium Carpet 160cm by 230cm - Charcoal Stripe,"<p>Aura Premium Carpet measuring 160cm by 230cm in a black and cream abstract brushstroke stripe design. Luxurious, hard-wearing pile that anchors any modern living space.</p>",Agri Hub SA,Bedding,bedding,TRUE,APC-160230-CHARSTRIPE,535.00,15,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-ZSoOqdfM3TGuD2U2L1LyEjXy1JTV4R.png,Aura Premium Carpet 160cm by 230cm - Charcoal Stripe
aura-premium-carpet-160cm-by-230cm-grey-gold-lines,Aura Premium Carpet 160cm by 230cm - Grey Gold Lines,"<p>Aura Premium Carpet measuring 160cm by 230cm in dark grey and black with crisp gold and white geometric lines. Luxurious, hard-wearing pile that anchors any modern living space.</p>",Agri Hub SA,Bedding,bedding,TRUE,APC-160230-GREYGOLDLINE,535.00,15,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-tMXgGgHHqmDHmAN3FPM7LCNYwQKeMY.png,Aura Premium Carpet 160cm by 230cm - Grey Gold Lines
aura-premium-carpet-160cm-by-230cm-grey-gold-ombre,Aura Premium Carpet 160cm by 230cm - Grey Gold Ombre,"<p>Aura Premium Carpet measuring 160cm by 230cm in a grey ombre design accented with subtle gold lines. Luxurious, hard-wearing pile that anchors any modern living space.</p>",Agri Hub SA,Bedding,bedding,TRUE,APC-160230-GREYGOLDOMBRE,535.00,15,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-u2y7jQ21eQsGpzfCiNaw89zGg6mRz6.png,Aura Premium Carpet 160cm by 230cm - Grey Gold Ombre
aura-premium-carpet-160cm-by-230cm-navy-gold,Aura Premium Carpet 160cm by 230cm - Navy Gold,"<p>Aura Premium Carpet measuring 160cm by 230cm in a navy blue-grey abstract design with striking gold streaks. Luxurious, hard-wearing pile that anchors any modern living space.</p>",Agri Hub SA,Bedding,bedding,TRUE,APC-160230-NAVYGOLD,535.00,15,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-OrBWeUEAovpdEfY0sUIdz5kiKzuKvy.png,Aura Premium Carpet 160cm by 230cm - Navy Gold
royal-dessini-10-piece-granite-cookware-set-beige,Brand New Royal Dessini 10-Piece Granite Cookware Set (Beige) - in Box,"<p>Brand new, boxed Royal Dessini 10-piece granite cookware set in a warm beige speckled finish. Includes assorted pots with tempered glass lids, stay-cool handles and a durable non-stick granite coating - ideal for everyday cooking.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,RD-10PC-BEIGE,1490.00,10,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-i2yI5iNEzDAjPPJtFy9ujUvUuoaA3E.png,Brand New Royal Dessini 10-Piece Granite Cookware Set (Beige) - in Box
royal-dessini-10-piece-granite-cookware-set-black,Brand New Royal Dessini 10-Piece Granite Cookware Set (Black) - in Box,"<p>Brand new, boxed Royal Dessini 10-piece granite cookware set in a sleek black speckled finish. Includes assorted pots with tempered glass lids, stay-cool handles and a durable non-stick granite coating - ideal for everyday cooking.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,RD-10PC-BLACK,1490.00,10,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-TxO0H9lnssUGb4PMK2boThOOYErKxb.png,Brand New Royal Dessini 10-Piece Granite Cookware Set (Black) - in Box
royal-dessini-10-piece-granite-cookware-set-grey,Brand New Royal Dessini 10-Piece Granite Cookware Set (Grey) - in Box,"<p>Brand new, boxed Royal Dessini 10-piece granite cookware set in a stylish grey speckled finish. Includes assorted pots with tempered glass lids, stay-cool handles and a durable non-stick granite coating - ideal for everyday cooking.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,RD-10PC-GREY,1490.00,10,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-TijJ5IWNUE7TZ4tNUYyw0w8wP17cJ4.png,Brand New Royal Dessini 10-Piece Granite Cookware Set (Grey) - in Box
classic-4pcs-steel-breadbin-canister-set-black,Classic 4pcs Steel BreadBin and Canister Set - Black,"<p>Classic retro 4-piece steel kitchen storage set with a rounded bread bin featuring a chrome wavy carry handle and chrome feet, plus matching tea, coffee and sugar canisters with chrome loop lids. Glossy black finish.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-CBBCS-BLACK,549.00,25,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-X8eAjxVVDB5IQMz5mKeXfJLepZpblx.png,Classic 4pcs Steel BreadBin and Canister Set - Black
classic-4pcs-steel-breadbin-canister-set-cream,Classic 4pcs Steel BreadBin and Canister Set - Cream,"<p>Classic retro 4-piece steel kitchen storage set with a rounded bread bin featuring a chrome wavy carry handle and chrome feet, plus matching tea, coffee and sugar canisters with chrome loop lids. Cream finish.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-CBBCS-CREAM,549.00,25,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-GTRV7DSYEvYPxZdVPmK8xG9SrCyKlC.png,Classic 4pcs Steel BreadBin and Canister Set - Cream
